Date,Product,Stock_Mbbls,Region
2022-06-17,Fuel Oil,16512,Gulf Coast
2022-06-17,Fuel Oil,5761,East Coast
2022-06-17,Gas Oil,10.605,ARA
2022-06-17,Naphtha,3.3019000000000003,ARA
2022-06-17,Fuel Oil,201,Rocky Mountain
2022-06-17,Jet Fuel,6,ARA
2022-06-17,Fuel Oil,5349,West Coast
2022-06-17,Fuel Oil,1168,Midwest
2022-06-17,Gasoline,9.769200000000001,ARA
2022-06-20,Middle Distillates,3460,Fujairah
2022-06-20,Fuel Oil,10197,Fujairah
2022-06-22,Residual,21.348,Singapore
2022-06-22,Light Distillates,15.212,Singapore
2022-06-22,Middle Distillates,8.61,Singapore
2022-06-24,Jet Fuel,5.985,ARA
2022-06-24,Gasoline,9.6348,ARA
2022-06-24,Fuel Oil,5185,East Coast
2022-06-24,Fuel Oil,16342,Gulf Coast
2022-06-24,Fuel Oil,205,Rocky Mountain
2022-06-24,Naphtha,3.5066,ARA
2022-06-24,Gas Oil,11.3325,ARA
2022-06-24,Fuel Oil,1231,Midwest
2022-06-24,Fuel Oil,7.9254,ARA
2022-06-24,Fuel Oil,5352,West Coast
2022-06-27,Fuel Oil,11047,Fujairah
2022-06-27,Middle Distillates,2889,Fujairah
2022-06-29,Residual,20.768,Singapore
2022-06-29,Light Distillates,15.229,Singapore
2022-06-29,Middle Distillates,7.93,Singapore
2022-07-01,Gas Oil,11.385,ARA
2022-07-01,Fuel Oil,195,Rocky Mountain
2022-07-01,Fuel Oil,5675,West Coast
2022-07-01,Fuel Oil,5365,East Coast
2022-07-01,Naphtha,3.3642000000000003,ARA
2022-07-01,Gasoline,10.189200000000001,ARA
2022-07-01,Fuel Oil,7.8624,ARA
2022-07-01,Fuel Oil,1153,Midwest
2022-07-01,Jet Fuel,6.0225,ARA
2022-07-01,Fuel Oil,16054,Gulf Coast
2022-07-04,Middle Distillates,3808,Fujairah
2022-07-04,Fuel Oil,12623,Fujairah
2022-07-06,Residual,21.408,Singapore
2022-07-06,Light Distillates,16.839,Singapore
2022-07-06,Middle Distillates,7.671,Singapore
2022-07-08,Fuel Oil,205,Rocky Mountain
2022-07-08,Naphtha,3.204,ARA
2022-07-08,Jet Fuel,6.09,ARA
2022-07-08,Fuel Oil,7.0875,ARA
2022-07-08,Gasoline,10.273200000000001,ARA
2022-07-08,Fuel Oil,5119,East Coast
2022-07-08,Gas Oil,11.22,ARA
2022-07-08,Fuel Oil,17130,Gulf Coast
2022-07-08,Fuel Oil,5736,West Coast
2022-07-08,Fuel Oil,1062,Midwest
2022-07-11,Middle Distillates,3675,Fujairah
2022-07-11,Fuel Oil,12144,Fujairah
2022-07-13,Residual,20.821,Singapore
2022-07-13,Middle Distillates,7.619,Singapore
2022-07-13,Light Distillates,15.158,Singapore
2022-07-15,Fuel Oil,17109,Gulf Coast
2022-07-15,Fuel Oil,1074,Midwest
2022-07-15,Gasoline,10.4664,ARA
2022-07-15,Jet Fuel,6.06,ARA
2022-07-15,Fuel Oil,225,Rocky Mountain
2022-07-15,Fuel Oil,5618,West Coast
2022-07-15,Fuel Oil,5207,East Coast
2022-07-15,Naphtha,3.3464,ARA
2022-07-15,Fuel Oil,6.9803999999999995,ARA
2022-07-15,Gas Oil,11.595,ARA
2022-07-18,Middle Distillates,2734,Fujairah
2022-07-18,Fuel Oil,12553,Fujairah
2022-07-20,Light Distillates,16.206,Singapore
2022-07-20,Middle Distillates,8.07,Singapore
2022-07-20,Residual,19.802,Singapore
2022-07-22,Gasoline,10.894800000000002,ARA
2022-07-22,Gas Oil,11.2725,ARA
2022-07-22,Fuel Oil,973,Midwest
2022-07-22,Naphtha,3.6312,ARA
2022-07-22,Fuel Oil,4896,East Coast
2022-07-22,Fuel Oil,17709,Gulf Coast
2022-07-22,Fuel Oil,253,Rocky Mountain
2022-07-22,Fuel Oil,5495,West Coast
2022-07-22,Fuel Oil,7.2890999999999995,ARA
2022-07-22,Jet Fuel,5.985,ARA
2022-07-25,Fuel Oil,12813,Fujairah
2022-07-25,Middle Distillates,3121,Fujairah
2022-07-27,Light Distillates,18.021,Singapore
2022-07-27,Residual,18.046,Singapore
2022-07-27,Middle Distillates,7.244,Singapore
2022-07-29,Naphtha,3.4532000000000003,ARA
2022-07-29,Jet Fuel,6.165,ARA
2022-07-29,Fuel Oil,7.0875,ARA
2022-07-29,Fuel Oil,16693,Gulf Coast
2022-07-29,Fuel Oil,4652,East Coast
2022-07-29,Fuel Oil,5608,West Coast
2022-07-29,Gas Oil,11.055,ARA
2022-07-29,Fuel Oil,1006,Midwest
2022-07-29,Fuel Oil,229,Rocky Mountain
2022-07-29,Gasoline,11.3064,ARA
2022-08-01,Middle Distillates,3308,Fujairah
2022-08-01,Fuel Oil,12481,Fujairah
2022-08-03,Residual,18.014,Singapore
2022-08-03,Middle Distillates,8.366,Singapore
2022-08-03,Light Distillates,17.417,Singapore
2022-08-05,Fuel Oil,996,Midwest
2022-08-05,Gas Oil,11.19,ARA
2022-08-05,Fuel Oil,5292,West Coast
2022-08-05,Fuel Oil,18236,Gulf Coast
2022-08-05,Jet Fuel,6.135,ARA
2022-08-05,Gasoline,11.8104,ARA
2022-08-05,Naphtha,3.649,ARA
2022-08-05,Fuel Oil,7.5222,ARA
2022-08-05,Fuel Oil,4393,East Coast
2022-08-05,Fuel Oil,230,Rocky Mountain
2022-08-08,Middle Distillates,3638,Fujairah
2022-08-08,Fuel Oil,12850,Fujairah
2022-08-10,Middle Distillates,7.402,Singapore
2022-08-10,Residual,17.075,Singapore
2022-08-10,Light Distillates,17.667,Singapore
2022-08-12,Fuel Oil,7.6671,ARA
2022-08-12,Gas Oil,11.2125,ARA
2022-08-12,Jet Fuel,6.315,ARA
2022-08-12,Fuel Oil,234,Rocky Mountain
2022-08-12,Fuel Oil,17439,Gulf Coast
2022-08-12,Gasoline,11.2308,ARA
2022-08-12,Naphtha,3.0616,ARA
2022-08-12,Fuel Oil,938,Midwest
2022-08-12,Fuel Oil,3905,East Coast
2022-08-12,Fuel Oil,4908,West Coast
2022-08-15,Fuel Oil,12239,Fujairah
2022-08-15,Middle Distillates,2928,Fujairah
2022-08-17,Middle Distillates,7.802,Singapore
2022-08-17,Residual,18.612,Singapore
2022-08-17,Light Distillates,16.699,Singapore
2022-08-19,Fuel Oil,7.6923,ARA
2022-08-19,Naphtha,3.6223,ARA
2022-08-19,Fuel Oil,234,Rocky Mountain
2022-08-19,Fuel Oil,17761,Gulf Coast
2022-08-19,Gas Oil,11.3475,ARA
2022-08-19,Jet Fuel,6.3525,ARA
2022-08-19,Fuel Oil,1006,Midwest
2022-08-19,Fuel Oil,5213,West Coast
2022-08-19,Fuel Oil,4174,East Coast
2022-08-19,Gasoline,11.5752,ARA
2022-08-22,Middle Distillates,2808,Fujairah
2022-08-22,Fuel Oil,10557,Fujairah
2022-08-24,Light Distillates,17.349,Singapore
2022-08-24,Middle Distillates,7.231,Singapore
2022-08-24,Residual,21.088,Singapore
2022-08-26,Gasoline,12.8436,ARA
2022-08-26,Fuel Oil,17637,Gulf Coast
2022-08-26,Jet Fuel,6.015,ARA
2022-08-26,Fuel Oil,7.9758000000000004,ARA
2022-08-26,Gas Oil,12.72,ARA
2022-08-26,Fuel Oil,219,Rocky Mountain
2022-08-26,Fuel Oil,5201,West Coast
2022-08-26,Fuel Oil,3904,East Coast
2022-08-26,Naphtha,4.0584,ARA
2022-08-26,Fuel Oil,1051,Midwest
2022-08-29,Fuel Oil,11675,Fujairah
2022-08-29,Middle Distillates,3024,Fujairah
2022-08-31,Residual,22.667,Singapore
2022-08-31,Light Distillates,16.332,Singapore
2022-08-31,Middle Distillates,7.738,Singapore
2022-09-02,Fuel Oil,208,Rocky Mountain
2022-09-02,Fuel Oil,3866,East Coast
2022-09-02,Jet Fuel,5.4525,ARA
2022-09-02,Naphtha,3.5066,ARA
2022-09-02,Gas Oil,12.765,ARA
2022-09-02,Fuel Oil,934,Midwest
2022-09-02,Fuel Oil,4902,West Coast
2022-09-02,Gasoline,11.079600000000001,ARA
2022-09-02,Fuel Oil,17362,Gulf Coast
2022-09-02,Fuel Oil,7.194599999999999,ARA
2022-09-05,Fuel Oil,11997,Fujairah
2022-09-05,Middle Distillates,2672,Fujairah
2022-09-07,Middle Distillates,8.213,Singapore
2022-09-07,Light Distillates,15.656,Singapore
2022-09-07,Residual,19.938,Singapore
2022-09-09,Fuel Oil,4123,East Coast
2022-09-09,Gas Oil,12.2925,ARA
2022-09-09,Fuel Oil,201,Rocky Mountain
2022-09-09,Jet Fuel,5.7825,ARA
2022-09-09,Naphtha,2.9548,ARA
2022-09-09,Fuel Oil,17539,Gulf Coast
2022-09-09,Fuel Oil,832,Midwest
2022-09-09,Gasoline,11.34,ARA
2022-09-09,Fuel Oil,7.1316,ARA
2022-09-09,Fuel Oil,5628,West Coast
2022-09-12,Fuel Oil,13396,Fujairah
2022-09-12,Middle Distillates,2693,Fujairah
2022-09-14,Light Distillates,15.589,Singapore
2022-09-14,Residual,19.419,Singapore
2022-09-14,Middle Distillates,8.504,Singapore
2022-09-16,Fuel Oil,857,Midwest
2022-09-16,Fuel Oil,18030,Gulf Coast
2022-09-16,Naphtha,3.6045,ARA
2022-09-16,Fuel Oil,5374,West Coast
2022-09-16,Fuel Oil,4925,East Coast
2022-09-16,Fuel Oil,189,Rocky Mountain
2022-09-16,Fuel Oil,7.163099999999999,ARA
2022-09-16,Gas Oil,12.4425,ARA
2022-09-16,Jet Fuel,6.06,ARA
2022-09-16,Gasoline,11.020800000000001,ARA
2022-09-19,Middle Distillates,2985,Fujairah
2022-09-19,Fuel Oil,12548,Fujairah
2022-09-21,Residual,23.4,Singapore
2022-09-21,Light Distillates,15.365,Singapore
2022-09-21,Middle Distillates,8.384,Singapore
2022-09-23,Fuel Oil,715,Midwest
2022-09-23,Fuel Oil,4841,East Coast
2022-09-23,Fuel Oil,6.911099999999999,ARA
2022-09-23,Gas Oil,12.6675,ARA
2022-09-23,Gasoline,10.8528,ARA
2022-09-23,Fuel Oil,17461,Gulf Coast
2022-09-23,Jet Fuel,6.195,ARA
2022-09-23,Fuel Oil,176,Rocky Mountain
2022-09-23,Fuel Oil,4603,West Coast
2022-09-23,Naphtha,3.8448,ARA
2022-09-26,Middle Distillates,4706,Fujairah
2022-09-26,Fuel Oil,12449,Fujairah
2022-09-28,Middle Distillates,7.338,Singapore
2022-09-28,Residual,22.331,Singapore
2022-09-28,Light Distillates,15.641,Singapore
2022-09-30,Fuel Oil,4677,West Coast
2022-09-30,Naphtha,2.5632,ARA
2022-09-30,Jet Fuel,5.835,ARA
2022-09-30,Gasoline,10.6764,ARA
2022-09-30,Gas Oil,13.605,ARA
2022-09-30,Fuel Oil,6.5898,ARA
2022-09-30,Fuel Oil,194,Rocky Mountain
2022-09-30,Fuel Oil,18375,Gulf Coast
2022-09-30,Fuel Oil,798,Midwest
2022-09-30,Fuel Oil,4703,East Coast
2022-10-03,Fuel Oil,12644,Fujairah
2022-10-03,Middle Distillates,4423,Fujairah
2022-10-05,Light Distillates,16.202,Singapore
2022-10-05,Middle Distillates,7.83,Singapore
2022-10-05,Residual,22.899,Singapore
2022-10-07,Fuel Oil,179,Rocky Mountain
2022-10-07,Fuel Oil,4680,East Coast
2022-10-07,Gasoline,10.668,ARA
2022-10-07,Fuel Oil,4261,West Coast
2022-10-07,Jet Fuel,6.1575,ARA
2022-10-07,Naphtha,2.3763,ARA
2022-10-07,Gas Oil,13.8075,ARA
2022-10-07,Fuel Oil,7.1127,ARA
2022-10-07,Fuel Oil,19124,Gulf Coast
2022-10-07,Fuel Oil,828,Midwest
2022-10-10,Fuel Oil,13402,Fujairah
2022-10-10,Middle Distillates,3964,Fujairah
2022-10-12,Middle Distillates,8.139,Singapore
2022-10-12,Residual,20.201,Singapore
2022-10-12,Light Distillates,16.577,Singapore
2022-10-14,Jet Fuel,6.24,ARA
2022-10-14,Fuel Oil,919,Midwest
2022-10-14,Naphtha,2.9014,ARA
2022-10-14,Gas Oil,12.3825,ARA
2022-10-14,Fuel Oil,6.6465,ARA
2022-10-14,Fuel Oil,175,Rocky Mountain
2022-10-14,Gasoline,10.7352,ARA
2022-10-14,Fuel Oil,4631,East Coast
2022-10-14,Fuel Oil,18735,Gulf Coast
2022-10-14,Fuel Oil,4605,West Coast
2022-10-17,Middle Distillates,3169,Fujairah
2022-10-17,Fuel Oil,12071,Fujairah
2022-10-19,Residual,21.04,Singapore
2022-10-19,Light Distillates,15.184,Singapore
2022-10-19,Middle Distillates,6.963,Singapore
2022-10-21,Gasoline,10.3656,ARA
2022-10-21,Fuel Oil,182,Rocky Mountain
2022-10-21,Jet Fuel,6.54,ARA
2022-10-21,Fuel Oil,4570,West Coast
2022-10-21,Fuel Oil,6.489,ARA
2022-10-21,Gas Oil,12.345,ARA
2022-10-21,Fuel Oil,1001,Midwest
2022-10-21,Naphtha,3.0438,ARA
2022-10-21,Fuel Oil,18744,Gulf Coast
2022-10-21,Fuel Oil,5520,East Coast
2022-10-24,Fuel Oil,12346,Fujairah
2022-10-24,Middle Distillates,2886,Fujairah
2022-10-26,Light Distillates,15.027,Singapore
2022-10-26,Middle Distillates,6.89,Singapore
2022-10-26,Residual,21.145,Singapore
2022-10-28,Fuel Oil,6.224399999999999,ARA
2022-10-28,Fuel Oil,4081,West Coast
2022-10-28,Jet Fuel,6.3825,ARA
2022-10-28,Fuel Oil,5937,East Coast
2022-10-28,Fuel Oil,19090,Gulf Coast
2022-10-28,Fuel Oil,168,Rocky Mountain
2022-10-28,Naphtha,2.5543,ARA
2022-10-28,Fuel Oil,1032,Midwest
2022-10-28,Gasoline,10.4496,ARA
2022-10-28,Gas Oil,13.08,ARA
2022-10-31,Middle Distillates,2687,Fujairah
2022-10-31,Fuel Oil,12909,Fujairah
2022-11-02,Middle Distillates,6.809,Singapore
2022-11-02,Residual,18.949,Singapore
2022-11-02,Light Distillates,14.65,Singapore
2022-11-04,Fuel Oil,1108,Midwest
2022-11-04,Naphtha,2.4564,ARA
2022-11-04,Fuel Oil,19069,Gulf Coast
2022-11-04,Gasoline,10.1976,ARA
2022-11-04,Gas Oil,12.9225,ARA
2022-11-04,Fuel Oil,166,Rocky Mountain
2022-11-04,Fuel Oil,5568,East Coast
2022-11-04,Jet Fuel,6.3375,ARA
2022-11-04,Fuel Oil,4396,West Coast
2022-11-04,Fuel Oil,7.434,ARA
2022-11-07,Fuel Oil,14602,Fujairah
2022-11-07,Middle Distillates,3307,Fujairah
2022-11-09,Light Distillates,13.518,Singapore
2022-11-09,Residual,21.471,Singapore
2022-11-09,Middle Distillates,7.274,Singapore
2022-11-11,Jet Fuel,6.21,ARA
2022-11-11,Fuel Oil,162,Rocky Mountain
2022-11-11,Fuel Oil,18407,Gulf Coast
2022-11-11,Fuel Oil,1153,Midwest
2022-11-11,Gasoline,10.340399999999999,ARA
2022-11-11,Gas Oil,12.81,ARA
2022-11-11,Fuel Oil,6.7032,ARA
2022-11-11,Fuel Oil,4485,West Coast
2022-11-11,Naphtha,2.9815,ARA
2022-11-11,Fuel Oil,5178,East Coast
2022-11-14,Middle Distillates,2629,Fujairah
2022-11-14,Fuel Oil,14419,Fujairah
2022-11-16,Residual,21.168,Singapore
2022-11-16,Light Distillates,13.166,Singapore
2022-11-16,Middle Distillates,6.898,Singapore
2022-11-18,Fuel Oil,4532,West Coast
2022-11-18,Gas Oil,12.705,ARA
2022-11-18,Naphtha,3.8003,ARA
2022-11-18,Fuel Oil,18437,Gulf Coast
2022-11-18,Gasoline,10.659600000000001,ARA
2022-11-18,Fuel Oil,1136,Midwest
2022-11-18,Fuel Oil,6.363,ARA
2022-11-18,Fuel Oil,5453,East Coast
2022-11-18,Fuel Oil,162,Rocky Mountain
2022-11-18,Jet Fuel,6.12,ARA
2022-11-21,Middle Distillates,3214,Fujairah
2022-11-21,Fuel Oil,14426,Fujairah
2022-11-23,Residual,19.728,Singapore
2022-11-23,Middle Distillates,7.388,Singapore
2022-11-23,Light Distillates,12.978,Singapore
2022-11-25,Fuel Oil,1083,Midwest
2022-11-25,Fuel Oil,17465,Gulf Coast
2022-11-25,Gas Oil,13.2375,ARA
2022-11-25,Jet Fuel,6.5325,ARA
2022-11-25,Naphtha,3.3909000000000002,ARA
2022-11-25,Fuel Oil,6.9363,ARA
2022-11-25,Fuel Oil,162,Rocky Mountain
2022-11-25,Gasoline,10.4832,ARA
2022-11-25,Fuel Oil,6361,East Coast
2022-11-25,Fuel Oil,4565,West Coast
2022-11-28,Middle Distillates,2973,Fujairah
2022-11-28,Fuel Oil,13213,Fujairah
2022-11-30,Middle Distillates,7.76,Singapore
2022-11-30,Residual,19.894,Singapore
2022-11-30,Light Distillates,14.641,Singapore
2022-12-02,Fuel Oil,168,Rocky Mountain
2022-12-02,Jet Fuel,6.615,ARA
2022-12-02,Fuel Oil,17375,Gulf Coast
2022-12-02,Fuel Oil,1196,Midwest
2022-12-02,Gas Oil,12.87,ARA
2022-12-02,Fuel Oil,5919,East Coast
2022-12-02,Naphtha,2.7857000000000003,ARA
2022-12-02,Gasoline,11.424,ARA
2022-12-02,Fuel Oil,4341,West Coast
2022-12-02,Fuel Oil,6.3378000000000005,ARA
2022-12-05,Middle Distillates,3160,Fujairah
2022-12-05,Fuel Oil,12560,Fujairah
2022-12-07,Middle Distillates,7.066,Singapore
2022-12-07,Residual,20.306,Singapore
2022-12-07,Light Distillates,13.388,Singapore
2022-12-09,Fuel Oil,6.7977,ARA
2022-12-09,Fuel Oil,4581,West Coast
2022-12-09,Naphtha,1.8601,ARA
2022-12-09,Fuel Oil,5860,East Coast
2022-12-09,Gas Oil,13.2375,ARA
2022-12-09,Jet Fuel,6.5475,ARA
2022-12-09,Fuel Oil,1034,Midwest
2022-12-09,Fuel Oil,172,Rocky Mountain
2022-12-09,Gasoline,10.894800000000002,ARA
2022-12-09,Fuel Oil,17046,Gulf Coast
2022-12-12,Fuel Oil,12782,Fujairah
2022-12-12,Middle Distillates,3812,Fujairah
2022-12-14,Light Distillates,13.691,Singapore
2022-12-14,Residual,20.089,Singapore
2022-12-14,Middle Distillates,6.953,Singapore
2022-12-16,Fuel Oil,5813,East Coast
2022-12-16,Fuel Oil,170,Rocky Mountain
2022-12-16,Gasoline,10.8444,ARA
2022-12-16,Fuel Oil,1014,Midwest
2022-12-16,Fuel Oil,4621,West Coast
2022-12-16,Fuel Oil,6.6591,ARA
2022-12-16,Naphtha,2.8124000000000002,ARA
2022-12-16,Fuel Oil,17783,Gulf Coast
2022-12-16,Gas Oil,13.485,ARA
2022-12-16,Jet Fuel,6.975,ARA
2022-12-19,Fuel Oil,10463,Fujairah
2022-12-19,Middle Distillates,2479,Fujairah
2022-12-21,Middle Distillates,7.171,Singapore
2022-12-21,Light Distillates,15.819,Singapore
2022-12-21,Residual,21.403,Singapore
2022-12-23,Jet Fuel,6.885,ARA
2022-12-23,Fuel Oil,990,Midwest
2022-12-23,Fuel Oil,5908,East Coast
2022-12-23,Naphtha,2.8390999999999997,ARA
2022-12-23,Fuel Oil,18685,Gulf Coast
2022-12-23,Fuel Oil,178,Rocky Mountain
2022-12-23,Fuel Oil,7.0182,ARA
2022-12-23,Gasoline,10.9704,ARA
2022-12-23,Gas Oil,14.2725,ARA
2022-12-23,Fuel Oil,4646,West Coast
2022-12-26,Middle Distillates,3089,Fujairah
2022-12-26,Fuel Oil,10113,Fujairah
2022-12-28,Middle Distillates,7.7,Singapore
2022-12-28,Residual,20.942,Singapore
2022-12-28,Light Distillates,14.452,Singapore
2022-12-30,Fuel Oil,1155,Midwest
2022-12-30,Naphtha,2.5899,ARA
2022-12-30,Gas Oil,14.4375,ARA
2022-12-30,Fuel Oil,4623,West Coast
2022-12-30,Fuel Oil,186,Rocky Mountain
2022-12-30,Fuel Oil,6.9803999999999995,ARA
2022-12-30,Fuel Oil,18419,Gulf Coast
2022-12-30,Jet Fuel,6.5175,ARA
2022-12-30,Fuel Oil,5648,East Coast
2022-12-30,Gasoline,11.272800000000002,ARA
2023-01-02,Fuel Oil,10403,Fujairah
2023-01-02,Middle Distillates,3119,Fujairah
2023-01-04,Light Distillates,15.667,Singapore
2023-01-04,Residual,21.333,Singapore
2023-01-04,Middle Distillates,8.336,Singapore
2023-01-06,Fuel Oil,5546,East Coast
2023-01-06,Gasoline,11.046,ARA
2023-01-06,Fuel Oil,1193,Midwest
2023-01-06,Naphtha,2.7323000000000004,ARA
2023-01-06,Fuel Oil,4969,West Coast
2023-01-06,Gas Oil,15.3,ARA
2023-01-06,Jet Fuel,6.465,ARA
2023-01-06,Fuel Oil,7.0182,ARA
2023-01-06,Fuel Oil,17766,Gulf Coast
2023-01-06,Fuel Oil,176,Rocky Mountain
2023-01-09,Middle Distillates,2761,Fujairah
2023-01-09,Fuel Oil,10059,Fujairah
2023-01-11,Light Distillates,16.462,Singapore
2023-01-11,Residual,20.811,Singapore
2023-01-11,Middle Distillates,8.63,Singapore
2023-01-13,Fuel Oil,1164,Midwest
2023-01-13,Fuel Oil,4951,West Coast
2023-01-13,Naphtha,3.382,ARA
2023-01-13,Fuel Oil,18574,Gulf Coast
2023-01-13,Gas Oil,15.6225,ARA
2023-01-13,Fuel Oil,5724,East Coast
2023-01-13,Fuel Oil,7.3835999999999995,ARA
2023-01-13,Jet Fuel,6.48,ARA
2023-01-13,Gasoline,11.482800000000001,ARA
2023-01-13,Fuel Oil,189,Rocky Mountain
2023-01-16,Fuel Oil,8965,Fujairah
2023-01-16,Middle Distillates,3308,Fujairah
2023-01-18,Middle Distillates,8.146,Singapore
2023-01-18,Light Distillates,17.089,Singapore
2023-01-18,Residual,20.191,Singapore
2023-01-20,Gas Oil,16.56,ARA
2023-01-20,Fuel Oil,19315,Gulf Coast
2023-01-20,Fuel Oil,1118,Midwest
2023-01-20,Jet Fuel,6.48,ARA
2023-01-20,Fuel Oil,7.2009,ARA
2023-01-20,Fuel Oil,202,Rocky Mountain
2023-01-20,Gasoline,11.499600000000001,ARA
2023-01-20,Fuel Oil,4600,West Coast
2023-01-20,Fuel Oil,5885,East Coast
2023-01-20,Naphtha,2.7500999999999998,ARA
2023-01-23,Middle Distillates,2987,Fujairah
2023-01-23,Fuel Oil,9912,Fujairah
2023-01-25,Residual,19.593,Singapore
2023-01-25,Light Distillates,15.874,Singapore
2023-01-25,Middle Distillates,8.708,Singapore
2023-01-27,Fuel Oil,7.0308,ARA
2023-01-27,Naphtha,2.6522,ARA
2023-01-27,Gasoline,11.902800000000001,ARA
2023-01-27,Jet Fuel,6.1275,ARA
2023-01-27,Fuel Oil,1048,Midwest
2023-01-27,Fuel Oil,19106,Gulf Coast
2023-01-27,Fuel Oil,5875,East Coast
2023-01-27,Gas Oil,16.38,ARA
2023-01-27,Fuel Oil,212,Rocky Mountain
2023-01-27,Fuel Oil,5081,West Coast
2023-01-30,Middle Distillates,2333,Fujairah
2023-01-30,Fuel Oil,9713,Fujairah
2023-02-01,Light Distillates,17.156,Singapore
2023-02-01,Middle Distillates,9.115,Singapore
2023-02-01,Residual,20.713,Singapore
2023-02-03,Gasoline,11.802,ARA
2023-02-03,Fuel Oil,20757,Gulf Coast
2023-02-03,Fuel Oil,1099,Midwest
2023-02-03,Jet Fuel,5.9775,ARA
2023-02-03,Gas Oil,17.37,ARA
2023-02-03,Fuel Oil,226,Rocky Mountain
2023-02-03,Fuel Oil,6.9678,ARA
2023-02-03,Fuel Oil,4851,West Coast
2023-02-03,Fuel Oil,5818,East Coast
2023-02-03,Naphtha,2.1627,ARA
2023-02-06,Middle Distillates,1730,Fujairah
2023-02-06,Fuel Oil,8531,Fujairah
2023-02-08,Middle Distillates,7.607,Singapore
2023-02-08,Light Distillates,16.766,Singapore
2023-02-08,Residual,21.239,Singapore
2023-02-10,Jet Fuel,5.9475,ARA
2023-02-10,Fuel Oil,245,Rocky Mountain
2023-02-10,Fuel Oil,7.0371,ARA
2023-02-10,Gas Oil,18.6375,ARA
2023-02-10,Fuel Oil,6145,East Coast
2023-02-10,Gasoline,11.9616,ARA
2023-02-10,Fuel Oil,1026,Midwest
2023-02-10,Fuel Oil,5157,West Coast
2023-02-10,Fuel Oil,18242,Gulf Coast
2023-02-10,Naphtha,2.4475,ARA
2023-02-13,Fuel Oil,8158,Fujairah
2023-02-13,Middle Distillates,1828,Fujairah
2023-02-15,Middle Distillates,7.685,Singapore
2023-02-15,Light Distillates,17.582,Singapore
2023-02-15,Residual,20.726,Singapore
2023-02-17,Naphtha,2.1715999999999998,ARA
2023-02-17,Fuel Oil,6.785099999999999,ARA
2023-02-17,Fuel Oil,277,Rocky Mountain
2023-02-17,Fuel Oil,18125,Gulf Coast
2023-02-17,Gasoline,12.0624,ARA
2023-02-17,Fuel Oil,1011,Midwest
2023-02-17,Fuel Oil,4665,West Coast
2023-02-17,Gas Oil,19.005,ARA
2023-02-17,Fuel Oil,6217,East Coast
2023-02-17,Jet Fuel,5.6025,ARA
2023-02-20,Middle Distillates,1864,Fujairah
2023-02-20,Fuel Oil,12314,Fujairah
2023-02-22,Light Distillates,15.578,Singapore
2023-02-22,Middle Distillates,8.211,Singapore
2023-02-22,Residual,22.641,Singapore
2023-02-24,Jet Fuel,5.3175,ARA
2023-02-24,Fuel Oil,260,Rocky Mountain
2023-02-24,Fuel Oil,7.396199999999999,ARA
2023-02-24,Naphtha,1.9402000000000001,ARA
2023-02-24,Fuel Oil,4929,West Coast
2023-02-24,Fuel Oil,18704,Gulf Coast
2023-02-24,Gasoline,12.222,ARA
2023-02-24,Gas Oil,19.3575,ARA
2023-02-24,Fuel Oil,1012,Midwest
2023-02-24,Fuel Oil,5787,East Coast
2023-02-27,Middle Distillates,1421,Fujairah
2023-02-27,Fuel Oil,13200,Fujairah
2023-03-01,Residual,20.599,Singapore
2023-03-01,Middle Distillates,7.206,Singapore
2023-03-01,Light Distillates,17.145,Singapore
2023-03-03,Fuel Oil,7.1568000000000005,ARA
2023-03-03,Jet Fuel,5.0925,ARA
2023-03-03,Fuel Oil,1018,Midwest
2023-03-03,Fuel Oil,5207,East Coast
2023-03-03,Fuel Oil,289,Rocky Mountain
2023-03-03,Gas Oil,18.915,ARA
2023-03-03,Naphtha,1.9135,ARA
2023-03-03,Fuel Oil,19193,Gulf Coast
2023-03-03,Fuel Oil,5299,West Coast
2023-03-03,Gasoline,11.9448,ARA
2023-03-06,Fuel Oil,11512,Fujairah
2023-03-06,Middle Distillates,2218,Fujairah
2023-03-08,Middle Distillates,8.898,Singapore
2023-03-08,Residual,20.171,Singapore
2023-03-08,Light Distillates,15.552,Singapore
2023-03-10,Gasoline,11.634,ARA
2023-03-10,Fuel Oil,1054,Midwest
2023-03-10,Naphtha,2.2072000000000003,ARA
2023-03-10,Fuel Oil,5138,East Coast
2023-03-10,Gas Oil,18.6975,ARA
2023-03-10,Fuel Oil,267,Rocky Mountain
2023-03-10,Fuel Oil,4858,West Coast
2023-03-10,Jet Fuel,4.7625,ARA
2023-03-10,Fuel Oil,8.1711,ARA
2023-03-10,Fuel Oil,19527,Gulf Coast
2023-03-13,Fuel Oil,10150,Fujairah
2023-03-13,Middle Distillates,2521,Fujairah
2023-03-15,Residual,21.092,Singapore
2023-03-15,Middle Distillates,9.452,Singapore
2023-03-15,Light Distillates,16.91,Singapore
2023-03-17,Naphtha,2.1715999999999998,ARA
2023-03-17,Fuel Oil,5566,East Coast
2023-03-17,Fuel Oil,5190,West Coast
2023-03-17,Fuel Oil,1031,Midwest
2023-03-17,Fuel Oil,254,Rocky Mountain
2023-03-17,Gas Oil,18.63,ARA
2023-03-17,Gasoline,11.4324,ARA
2023-03-17,Jet Fuel,5.1225,ARA
2023-03-17,Fuel Oil,18689,Gulf Coast
2023-03-17,Fuel Oil,7.5033,ARA
